
JDBC::error: Column 'SystemLoad.CPYearID' is invalid in the select list because it is not contained in either an aggregate function or the GROUP BY clause.

Lookup::invrl: The argument Association[(Apply[#1 -> #2 & , #1, {1}] & )[SQLExecute[conn, systemQuery]]] is not a valid Association or a list of rules.
2016-10-17,14:24,PSEG,PE000008909153240417,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008909451040468,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008909693726688,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008909693726688,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008909811533055,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008909840492601,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008909955027783,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008910082094352,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008910225521016,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008911089467811,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008911089467811,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008911433456807,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008911433456807,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008913749127735,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008913869770109,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008915100545686,2015,LPLP,Null,Times[467.118, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008915471046299,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008915471046299,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008917806540492,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008917806540492,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008917957612677,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008919966554401,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008921915893652,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008922718581197,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008926405543827,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008926405543827,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008926506078191,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008926507878191,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008926939304625,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008926939304625,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008929470646162,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008929470646162,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008929652964492,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008929681839558,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008929761819328,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008930299658903,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008931905710752,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008933021124599,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008933666350421,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008934391747741,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008934391747741,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008939211258161,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008939389616293,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008939402734171,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008940798508507,2014,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008940846281710,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008943428660124,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008943592922376,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008946576947010,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008947313687435,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008947473893023,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008949072640760,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008950090418142,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008951951698588,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008951995393848,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008952769190496,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008953686640213,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008954033083069,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008954830935022,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008955853040417,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008956738241333,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008956738241333,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008956759891766,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008956769701178,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008956786123261,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008960395593488,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008960446618412,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008960591936302,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008960758449595,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008962233638761,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008962233638761,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008962692360256,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008963489389471,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008967654804266,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008967656304296,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008968408844078,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008968523467322,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008968543235022,2015,LPLP,Null,Times[825.535, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000008969727097197,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008969750241267,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008972090805585,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008973612813478,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008974854595753,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008982278716098,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008982278716098,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008983373505224,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008983410564516,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008985196892918,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008986143996395,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008987591884789,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008988779824716,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008988982849530,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000008992368475566,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008992369275566,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008993283447087,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008995147939166,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008996217971023,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008996818493080,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008996819293080,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000008998036145631,2015,LPLS-INT,LPLS,0.
2016-10-17,14:24,PSEG,PE000009002711197664,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009005177221290,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009007944374804,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009010526307872,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009012507106820,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009013120219671,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009013499045911,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009016909540700,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009017217225002,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009017246172246,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009018485492373,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009021585640339,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009022594738679,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009022595438865,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009022749709460,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009025047334360,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009026069660628,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009027777302398,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009027787289741,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009029046135644,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009030459355159,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009030608541926,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009030613571023,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009032066472253,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009032509321392,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009032692727846,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009033383271210,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009033433522590,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009035244485422,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009039217604320,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009039221820686,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009043492951435,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009045061031455,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009045407564264,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009045408376782,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009045491945004,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009050428356039,2015,LPLP,Null,Times[2334.61, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009050925863793,2015,LPLP,Null,Times[37.2128, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009052835709121,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009053177370468,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009053178170468,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009054048544873,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009055461907180,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009056481697187,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009057597831455,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009057598631455,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009058416048540,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009060136008447,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009060691414701,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009060717734284,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009063445252337,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009063852978711,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009063853778703,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009065934325860,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009066866631007,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009068557979869,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009069894510591,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009070418074825,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009070752230549,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009071080751667,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009075236168556,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009075533145460,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009080147380530,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009080674656595,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009080674656595,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009082836991517,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009084533012290,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009087814192933,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009091115760862,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009091120794482,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009094592463388,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009094592463388,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009095571766331,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009097798498484,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009103206018827,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009105027815303,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009105725766138,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009107866742923,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009108495444614,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009108496258835,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009108680145390,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009112317456881,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009112451145810,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009112628422351,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009112628422351,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009112935393465,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009113150855642,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009113363738233,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009113363738233,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009113477502965,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009113477502965,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009113586320712,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009113698667534,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009113704207897,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009114210992834,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009114212501697,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009114270356701,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009114270356701,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009114463472687,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009114670405723,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009114688665780,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009116096046867,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009116096046867,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009116630638245,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009116856794435,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009121554122303,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009122674631582,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009125297323529,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009125577882539,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009125939017922,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009125940854560,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009125940854560,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009126086912634,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009126086912634,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009126221293726,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009127324318427,2015,LPLS-INT,Null,0.
2016-10-17,14:24,PSEG,PE000009127335950172,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009127335950172,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009127340921167,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009128403468121,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009128409189792,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009130889030419,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009130900521783,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009133794994266,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009134197427460,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009134197427460,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009135834167201,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009136630214322,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009140732045614,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009140860924655,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009140995301815,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009141055573468,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009143651955558,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009143850749595,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009144114737249,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009145557622268,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009145612956626,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009146286122306,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009146286122306,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009146320823418,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009149593768451,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009149593768451,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009150911780047,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009150911780047,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009153863717180,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009153863717180,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009154444526786,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009154912119431,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009155521988240,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009158100946244,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009158100946244,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009158138941020,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009158138941020,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009159337644194,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009160037900555,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009162814972382,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009162818047538,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009162818047538,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009163833866331,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009163833866331,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009163861919325,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009164013643908,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009165341039848,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009166061381279,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009166665181405,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009166665181405,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009166962248308,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009167993690981,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009168254220990,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009168778072243,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009168922441029,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009170209233762,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009170914713219,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009171025143488,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009171025143488,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009171078042804,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009171936928148,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009172024343249,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009172785921546,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009175419240305,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009176736860646,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009177855500202,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009177865425227,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009179142636683,2014,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009182691704755,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009183324495931,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009187135000439,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009187333152234,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009187450308054,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009188382706499,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009188425440468,2015,LPLP,Null,Times[1181.99, Lookup[sys, year, 0.]]
2016-10-17,14:24,PSEG,PE000009188662219318,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009189145724798,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009189417073588,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009189417073588,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009190223987015,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009190708950168,2014,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009190811168135,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009192110647874,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009192111447874,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009193400053582,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009194091688512,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009194705198805,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009194718410574,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009195888497219,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009195888497219,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009195902357148,2015,LPLS-INT,Null,0.
2016-10-17,14:24,PSEG,PE000009196049208897,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009197264698957,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009197264698957,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009197385992336,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009197385992336,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009197421243800,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009198901207318,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009198901207318,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009201073546423,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009203369516495,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009203831467194,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009204364525076,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009204563214732,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009204631758157,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009204927981728,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009204927981728,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009205063292769,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009206084704715,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009206371878516,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009207015019865,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009208036565846,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000009208854157758,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009209328519354,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009211582366331,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009213888260202,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000009214714940719,2015,GLP-NON,GLP,0.
